text,target
杜仲有副作用吗,是
你好，请问半夏厚朴汤它的适应症是啥,是
社保断缴有什么影响。,否
请问，你叫什么名字,否
红枣怎么用,是
想问下，布洛芬多久吃一次,否
请问麻黄的作用是什么,是
你好，请问，养猫好还是养狗好。,否
你好，请问，零食推荐？,否
说说炙甘草汤的功效,是
请问，水逆是什么？,否
航班延误怎么索赔。,否
请问夏枯草的药用价值,是
支付宝被盗刷了怎么办。,否
Hi，乙肝病毒携带者中医怎么调理,是
请问，防诈骗口诀是什么！,否
莲子是什么药,是
乌龟怎么养才不臭！,否
请问天麻适合什么人吃,是
你好，请问，最低还款会影响征信吗,否
你好，请问，微信支付限额多少！,否
你好，请问，二手车能不能买？,否
抑郁症中医怎么看待和治疗！,是
国企和私企怎么选,否
哪家火锅好吃,否
免疫治疗是什么原理,否
你好，请问，试用期交社保吗？,否
CPA考试怎么准备。,否
你好，请问，韩剧推荐。,否
酸枣仁汤怎么用,是
温经汤由哪些药组成,是
悬疑剧推荐。,否
枸杞的作用是什么,是
你叫什么名字,否
请问求解答四君子汤的组成,是
带孩子去哪旅游合适！,否
请问，微信支付限额多少？,否
养生先养心是什么意思~,是
给我讲个笑话吧,否
说说当归补血汤的配方,是
鹦鹉怎么教说话。,否
黄精有副作用吗,是
麻黄和什么搭配效果好,是
舌苔厚腻说明什么问题！,是
你好，请问求解答真武汤的作用,是
养颜美容中药。,是
板蓝根怎么用,是
恐怖片推荐。,否
请问酸枣仁怎么用,是
桂圆泡水喝有什么好处,是
想问下，中医调理月经的方法,是
遗嘱怎么写才有效,否
Hi，皮肤干燥起皮是什么虚？,是
汽车打不着火怎么回事。,否
真武汤有什么作用,是
请问，遗嘱怎么写才有效！,否
请问，机械键盘轴体怎么选！,否
请问淫羊藿的作用是什么,是
Hi，补气的中药有哪些,是
你好，请问介绍一下天王补心丹,是
请问，光合作用的原理是什么！,否
什么人不能吃天麻,是
零食推荐,否
请问，特斯拉和比亚迪怎么选！,否
附子和什么搭配效果好,是
你好，请问，自助餐推荐！,否
什么是六经辨证,是
请问，什么是相对论。,否
请问，唐朝为什么被称为盛世！,否
请问，唐朝为什么被称为盛世。,否
能讲讲保和丸的作用吗,是
请问，签证怎么办理？,否
你好，请问，最低还款会影响征信吗。,否
平胃散有什么功效,是
请问说说八珍汤的适用人群,是
四逆散由哪些药组成,是
肉苁蓉泡水喝有什么好处,是
请问，电费多少钱一度？,否
请问，恐怖片推荐？,否
当归是什么药,是
你好，请问，苹果手表值得买吗？,否
什么是辨证论治~,是
练胸肌最快的方法,否
你好，请问，行车记录仪推荐。,否
你好，健脾养胃的中药有哪些,是
可转债是什么,否
请问，狗狗绝育的好处和坏处？,否
安宫牛黄丸主要治什么,是
遗嘱怎么写才有效！,否
请问，日系车和德系车哪个好？,否
你好，请问，怎么判断是不是诈骗电话,否
著作权怎么保护！,否
你好请问，什么是穴位,是
白虎汤怎么用,是
介绍一下血府逐瘀汤,是
等额本息和等额本金怎么选,否
请问，垃圾分类怎么分！,否
请问，云闪付是什么？,否
猫咪掉毛怎么办？,否
请问菟丝子泡水喝有什么好处,是
你好，请问，外卖超时怎么投诉！,否
博士申请怎么准备,否
介绍一下陈皮,是
淫羊藿泡水喝有什么好处,是
你好，请问，勾股定理的证明方法,否
请问，个体户怎么报税？,否
《金匮要略》的主要内容是什么,是
请问，附近有什么好吃的？,否
狼人杀怎么玩,否
车窗贴膜什么牌子好,否
三七是什么药,是
你好，请问，哪家火锅好吃！,否
请问，白羊座性格特点！,否
拼多多和淘宝哪个好,否
请问肉苁蓉的功效与作用,是
讲讲石斛,是
你好，请问，京东白条怎么用,否
辛味药的特点,是
麻黄汤由哪些药组成,是
二战转折点是什么战役！,否
请问，知乎怎么达到高赞,否
介绍一下山药,是
请问什么人不能吃苍术,是
信用卡年费能免吗！,否
你好，请问，第一次世界大战的导火索！,否
你好，请问，什么是相对论！,否
刮痧的好处和注意事项,是
Hi，跳绳减肥效果好吗,否
求解答归脾汤的适应症,是
高考志愿怎么填,否
想问下小柴胡汤的作用是什么,是
你好，请问，医保报销比例是多少,否
请问，怎么抢到演唱会的票,否
异地恋靠谱吗,否
幼小衔接有必要吗,否
冬虫夏草泡水喝有什么好处,是
玉女煎怎么用,是
请问，公交卡怎么充值。,否
五味子有副作用吗,是
灵芝和什么搭配效果好,是
银翘散主要治什么,是
请问，自助餐推荐？,否
你好，请问，护照过期了怎么换。,否
请问肉桂的作用是什么,是
泻白散怎么用,是
请问，外卖推荐？,否
请问，跟团游和自由行哪个好,否
你好，什么是透析~,否
请问菊花是什么药,是
请问，电动车续航冬天打几折？,否
请问柴胡疏肝散的主治,是
水逆是什么。,否
二手车能不能买！,否
征信花了怎么修复？,否
乌龟怎么养才不臭,否
莲子的作用是什么,是
你好，请问导赤散有什么功效,是
请问，银行卡被吞了怎么办！,否
介绍一下玉屏风散,是
介绍一下酸枣仁汤,是
请问，容积率是什么意思！,否
俯卧撑每天做多少有效,否
你好，请问玉女煎有什么主治,是
真武汤的作用是什么,是
止嗽散的功效是什么,是
芡实的药用价值,是
请问熟地黄适合什么人吃,是
什么人不能吃芡实,是
请问，公司注册流程是什么！,否
讲讲玉竹,是
请问，物业费包含什么。,否
你好，肾虚有什么症状表现,是
请问说说炙甘草汤的功效,是
灵芝是什么药,是
移动支付和现金哪个方便？,否
你好，请问，自动挡和手动挡哪个省油！,否
想问下，便秘吃什么通便,是
白芍的功效与作用,是
请问，驾照到期怎么换证,否
补肾吃什么食物,是
求解答真武汤的作用,是
你好，请问，离婚财产怎么分割,否
介绍一下玉女煎,是
连翘的功效与作用,是
你好，请问，西安兵马俑值得看吗！,否
柴胡疏肝散有什么主治,是
限流算法有哪些,否
请问，B站怎么投币？,否
你好，想出去跑步,否
物业费包含什么,否
请问，可以反复看的电影！,否
请问，二战转折点是什么战役。,否
白术和什么搭配效果好,是
请问山茱萸泡水喝有什么好处,是
你好，请问，爬泰山需要准备什么,否
成都重庆哪个更好玩。,否
黄芩有副作用吗,是
介绍一下八珍汤,是
什么人不能吃决明子,是
说说苏子降气汤的功效,是
桑叶有什么功效,是
求解答茵陈蒿汤的作用,是
请问，什么是理财产品的风险等级,否
你好，请问，618和双十一哪个更划算！,否
血压正常范围是多少,否
想问下，阴虚和阳虚的区别是什么,是
请问陈皮的作用是什么,是
请问，日系车和德系车哪个好,否
想问下逍遥丸的功效是什么,是
熟地黄和什么搭配效果好,是
你好，请问，自助餐推荐。,否
你好请问，放假去哪里旅游好？,否
请问麦门冬汤的作用,是
你好，请问，公积金贷款能贷多少。,否
你好，请问，房贷审批要多久。,否
灵芝有副作用吗,是
请问，进击的巨人讲了什么,否
想问下大承气汤的作用是什么,是
白虎汤的组成是什么,是
归脾汤主要治什么,是
你好，请问，什么星座最配,否
黄精有什么功效,是
菊花适合什么人吃,是
中医正骨靠谱吗,是
请问，如何注册商标。,否
请问，WiFi6和WiFi5区别大吗！,否
归脾汤有什么适应症,是
零食推荐？,否
八珍汤由哪些药组成,是
请问，汽车打不着火怎么回事,否
注册制和核准制有什么区别,否
问一下干姜的功效,是
你好，请问，成都重庆哪个更好玩？,否
请问，元素周期表有多少个元素？,否
你好，请问，知乎怎么达到高赞！,否
女贞子有副作用吗,是
菟丝子的作用是什么,是
请问，进击的巨人讲了什么？,否
百合和什么搭配效果好,是
说说五苓散的作用,是
请问，勾股定理的证明方法,否
厚朴适合什么人吃,是
港澳通行证怎么办理！,否
素食主义真的健康吗？,否
请问，航班延误怎么索赔,否
你好，请问，退休年龄是多少！,否
请问，微博热搜怎么上,否
网络教育学历有用吗~,否
想问下苏子降气汤的功效是什么,是
试用期交社保吗。,否
你好，请问，悬疑剧推荐？,否
你好请问，《本草经集注》是谁写的,是
你好，请问，豆瓣评分最高的电影,否
麻黄泡水喝有什么好处,是
想问下，活血化瘀的中药推荐,是
肉桂的药用价值,是
胃经的药材有哪些,是
第一次世界大战的导火索。,否
你好，请问，5G有必要吗。,否
请问，去三亚玩几天合适！,否
阿胶怎么用,是
什么是安神药！,是
请问清胃散的功效,是
独活寄生汤由哪些药组成,是
能讲讲藿香正气散的用途吗,是
《证类本草》有什么特点,是
进击的巨人讲了什么。,否
你好，请问，清朝闭关锁国的影响？,否
你好，请问，专利申请流程,否
煮饺子怎么不破皮,否
介绍一下桑菊饮,是
你好，请问，勾股定理的证明方法？,否
逍遥丸有什么功效,是
降压药和中药能一起吃吗。,是
你好，请问，网上银行安全吗！,否
你好，请问，电费多少钱一度！,否
你好，请问，居住证怎么办？,否
Docker怎么用。,否
薏米适合什么人吃,是
十八反十九畏具体内容。,是
秦始皇统一六国的顺序？,否
想问下，看看这段代码哪里有问题,否
想问下旋覆代赭汤主要治什么,是
降噪耳机推荐！,否
讲讲鹿茸,是
你好，请问，日系车和德系车哪个好！,否
炙甘草汤的功效是什么,是
你好，请问，苹果手表值得买吗！,否
麦冬是什么药,是
益母草的作用是什么,是
请问，什么是量子力学！,否
刀怎么磨~,否
请问，乌龟怎么养才不臭。,否
间歇性断食科学吗~,否
中医说的气血是什么关系,是
你好，请问，港澳通行证怎么办理！,否
说说柴胡疏肝散的主治,是
请问，公交卡怎么充值,否
牛皮癣中医有什么好办法,是
你好，请问，垃圾分类怎么分,否
川芎有什么功效,是
想问下独活寄生汤的用途是什么,是
额头长痘代表什么,是
你好，前列腺增生中医怎么治疗,是
HIIT和跑步哪个燃脂快,否
请问，著作权怎么保护？,否
想问下麦门冬汤的作用是什么,是
求解答四逆散的功效,是
请问，跟团游和自由行哪个好！,否
你好，请问，借呗和花呗有什么区别,否
请问麻黄泡水喝有什么好处,是
什么人不能吃金银花,是
你好，请问，快递丢了怎么赔偿。,否
你好，请问，小红书怎么涨粉？,否
请问决明子怎么用,是
请问，云南旅游攻略求推荐！,否
你好，请问，电动车续航冬天打几折？,否
Rust值得学吗~,否
请问能讲讲安宫牛黄丸的用途吗,是
你好，请问，社保卡丢了怎么补办！,否
请问杜仲有什么功效,是
什么是A股港股美股,否
脸颊长痘是哪里上火？,是
请问红花有副作用吗,是
求解答真武汤的组成,是
肉苁蓉怎么用,是
旋覆代赭汤它的功效是啥,是
下午茶哪里好？,否
网络安全学什么,否
《针灸甲乙经》的内容,是
问一下阿胶的功效,是
介绍一下桑叶,是
甘草的作用是什么,是
薏米的作用是什么,是
请问平胃散的功效,是
X光和CT辐射大吗？,否
黄芩是什么药,是
能讲讲天王补心丹的作用吗,是
请问，公交卡怎么充值？,否
劳动仲裁怎么申请,否
细辛的功效与作用,是
知乎怎么达到高赞,否
网上银行安全吗？,否
你好，请问，签证怎么办理。,否
人参有副作用吗,是
讲讲麦冬,是
菊花有副作用吗,是
你好，请问，京东白条怎么用？,否
想问下，水果什么时候吃最健康，谢谢,否
请问熟地黄是什么药,是
黑洞是怎么形成的？,否
想问下丁香柿蒂汤的作用是什么,是
你好，请问，花呗额度怎么提升！,否
想跟你聊会天,否
想问下苓桂术甘汤的功效是什么,是
介绍一下生脉散,是
窗帘怎么洗不缩水,否
防己黄芪汤有什么功效,是
清朝闭关锁国的影响！,否
什么人不能吃菊花,是
如何注册商标？,否
墙面发霉怎么处理,否
请问，三国时期有哪些著名战役？,否
请问，今天吃什么。,否
金银花有什么功效,是
淫羊藿有副作用吗,是
实脾散的适应症是什么,是
苏子降气汤的功效是什么,是
白术适合什么人吃,是
什么是肝郁气滞？,是
你好，请问，5G有必要吗,否
讲讲续断,是
说说安宫牛黄丸的用途,是
接口幂等性是什么,否
你好，请问，移动支付和现金哪个方便！,否
能讲讲导赤散的功效吗,是
你好，请问，地球的年龄是多少,否
西安兵马俑值得看吗,否
你好，请问，遗嘱怎么写才有效！,否
无聊中聊聊天~,否
请问，工伤认定需要什么材料。,否
什么是微服务架构。,否
苍术泡水喝有什么好处,是
黄连的药用价值,是
黄连有什么功效,是
请问半夏泻心汤它的组成是啥,是
请问，小红书怎么涨粉！,否
酸味药能收敛吗？,是
航班延误怎么索赔,否
冬虫夏草的作用是什么,是
《肘后备急方》有什么贡献,是
甘草泡水喝有什么好处,是
你好，请问，贷款需要什么条件？,否
微博热搜怎么上！,否
请问，支付宝被盗刷了怎么办,否
你好，请问旋覆代赭汤有什么功效,是
请问，居住证怎么办,否
电动车续航冬天打几折！,否
生日怎么庆祝,否
微信支付限额多少,否
大承气汤有什么作用,是
一拳超人第三季什么时候出,否
安宫牛黄丸怎么用,是
说说四逆散的功效,是
请问，短信验证码泄露了怎么办！,否
能讲讲龙胆泻肝汤的主治吗,是
问一下桂圆的功效,是
你好，请问，京东白条怎么用！,否
太阳系有几大行星,否
介绍一下葛根,是
板蓝根适合什么人吃,是
介绍一下白芍,是
手脚心发热是阴虚吗。,是
请问鱼腥草有副作用吗,是
想问下，《中药大辞典》收录了多少药,是
宫寒有什么症状！,是
羊毛衫缩水了怎么恢复,否
大承气汤怎么用,是
脾胃湿热怎么调理。,是
金银花是什么药,是
你好，请问，喜剧电影推荐！,否
讲讲薄荷,是
唐朝为什么被称为盛世。,否
请问，纪录片推荐？,否
《丹溪心法》的核心思想,是
想问下半夏厚朴汤的适应症是什么,是
藏红花适合什么人吃,是
你好，请问，外卖超时怎么投诉,否
桑菊饮主要治什么,是
口干口苦是什么原因~,是
清朝闭关锁国的影响,否
你好，请问，第一次坐飞机要注意什么。,否
请问，劳动仲裁怎么申请！,否
车险怎么买最划算,否
苏合香丸怎么用,是
你好，请问，试用期交社保吗！,否
四君子汤有什么组成,是
介绍一下龙胆泻肝汤,是
鱼腥草泡水喝有什么好处,是
说说龙胆泻肝汤的主治,是
你好，请问，鹦鹉怎么教说话。,否
电费多少钱一度。,否
请问，毛坯房验房注意事项？,否
你好，请问，电动车续航冬天打几折！,否
你好，请问，猫咪掉毛怎么办,否
工伤认定需要什么材料！,否
移动支付和现金哪个方便,否
能讲讲炙甘草汤的功效吗,是
今天吃什么,否
无人机推荐,否
请问桑菊饮它的适应症是啥,是
请问半夏泻心汤有什么组成,是
你好，请问，容积率是什么意思？,否
怎么判断是不是诈骗电话。,否
教师编制怎么考。,否
自驾游路线推荐？,否
玉女煎主要治什么,是
请问，数字人民币怎么用,否
问一下大黄的功效,是
石斛有副作用吗,是
请问，商标怎么注册！,否
Hi，深蹲伤膝盖吗,否
你好，请问，毛坯房验房注意事项,否
X光和CT辐射大吗,否
请问，韩剧推荐。,否
柴胡的药用价值,是
你好，请问，快递丢了怎么赔偿！,否
《中华本草》一共多少卷，谢谢,是
保和丸由哪些药组成,是
温胆汤主要治什么,是
你好，请问，公积金贷款能贷多少？,否
你好，请问补中益气汤它的功效是啥,是
你好，请问能讲讲导赤散的功效吗,是
你好，请问，特斯拉和比亚迪怎么选？,否
请问，勾股定理的证明方法？,否
发烧中医怎么退烧。,是
什么是温里药！,是
玉屏风散怎么用,是
小红书怎么涨粉？,否
金银花有副作用吗,是
小规模纳税人税率多少。,否
请问，公积金贷款能贷多少,否
你好，请问，二手车能不能买。,否
你好，请问，动画电影推荐？,否
请问问一下黄芪的功效,是
藏红花泡水喝有什么好处,是
请问，怎么注销公司！,否
莲子有副作用吗,是
请问，怎么注销公司,否
细辛是什么药,是
什么人不能吃细辛,是
请问温经汤的主治,是
问一下益母草的功效,是
你好请问，你有什么爱好,否
想问下能讲讲五苓散的作用吗,是
请问什么人不能吃芡实,是
请问，公众号怎么注册！,否
请问，方便面哪个味道好吃。,否
你好，今天心情不太好,否
介绍一下当归,是
事业单位考试和公务员考试区别,否
Hi，小儿夜啼是什么原因,是
请问，闲鱼上怎么卖东西,否
抽油烟机怎么选,否
想问下补中益气汤的功效是什么,是
请问女贞子怎么用,是
你好，请问，什么是五险一金。,否
文艺复兴是什么时候？,否
睡硬床好还是软床好对腰,否
请问，今年有什么好看的国产剧,否
越鞠丸它的功效是啥,是
请问，公摊面积怎么算！,否
你好请问，ETF和普通基金有什么区别,否
请问，微信支付限额多少。,否
请问，分期付款有利息吗？,否
问一下麻黄的功效,是
请问黄精怎么用,是
问一下茯苓的功效,是
你好，请问，离婚财产怎么分割！,否
夏枯草和什么搭配效果好,是
请问肾气丸的功效,是
能讲讲十全大补汤的成分吗,是
介绍一下银翘散,是
好困啊~,否
鹿茸是什么药,是
你好，请问，怎么在淘宝上开店。,否
请问，年检新规定是什么？,否
讲讲桂圆,是
枸杞有副作用吗,是
陈皮适合什么人吃,是
请问，拔罐适合什么人！,是
你好，秋燥怎么养肺~,是
升降浮沉是什么意思！,是
阴虚和阳虚的区别是什么,是
你好，请问，公交卡怎么充值！,否
你好，请问，年检新规定是什么！,否
你好，请问，奶茶推荐！,否
垃圾分类怎么分,否
真皮沙发怎么保养,否
介绍一下山茱萸,是
细辛有副作用吗,是
想问下，世界杯什么时候开始,否
附子怎么用,是
请问，恐怖片推荐！,否
请问，自驾游路线推荐！,否
你好，请问，如何注册商标？,否
三国时期有哪些著名战役！,否
请问，京东白条怎么用？,否
熟地黄怎么用,是
你好，请问，结婚证丢了怎么补办。,否
请问，混动和纯电怎么选？,否
讲讲莲子,是
麻黄汤怎么用,是
半夏厚朴汤它的适应症是啥,是
你好，请问，清朝闭关锁国的影响！,否
博士申请怎么准备！,否
DNA双螺旋结构谁发现的？,否
说说越鞠丸的功效,是
请问，物业费包含什么,否
你好请问，国家电网怎么进,否
你好，请问，公众号怎么注册,否
个体户怎么报税,否
你好，请问，可以反复看的电影,否
你好，请问，兔子能当宠物吗。,否
夏枯草是什么药,是
褪黑素能长期吃吗。,否
请问，电动车续航冬天打几折！,否
请问，数字人民币怎么用。,否
金银花适合什么人吃,是
请问，太阳系有几大行星。,否
线上教育和线下哪个好,否
吃了西药还能喝中药吗,是
请问夏枯草是什么药,是
你好，什么是平肝息风药,是
西安兵马俑值得看吗！,否
三七的作用是什么,是
你好，请问，知乎怎么达到高赞？,否
运动后肌肉酸痛怎么缓解。,否
请问白术的功效与作用,是
想问下，公务员考试考什么,否
补阴药有哪些代表。,是
你好请问，什么是市盈率,否
请问，容积率是什么意思？,否
请问，二手车能不能买。,否
请问茯苓和什么搭配效果好,是
你好，请问，太阳系有几大行星！,否
你好，请问，花呗额度怎么提升,否
Hi，《医学衷中参西录》的作者是谁,是
请问，第一次世界大战的导火索。,否
介绍一下大承气汤,是
讲讲丹参,是
Hi，补阴药有哪些代表,是
你好，请问，去三亚玩几天合适？,否
你好，请问，拼多多和淘宝哪个好,否
想问下四逆散有什么功效,是
苍术怎么用,是
冬虫夏草的药用价值,是
肉桂怎么用,是
汽车打不着火怎么回事,否
请问，改革开放是哪一年开始的？,否
你好，请问，火车票退票手续费。,否
你好，请问，美剧入坑推荐。,否
请问猪苓汤的主治,是
讲讲鱼腥草,是
川芎茶调散有什么主治,是
麻黄的作用是什么,是
什么是大数据？,否
川芎的药用价值,是
讲讲苍术,是
请问补中益气汤的功效,是
你好，请问，转账转错了能追回吗！,否
零食推荐！,否
你好，请问，外卖超时怎么投诉。,否
介绍一下独活寄生汤,是
当归补血汤怎么用,是
三七怎么用,是
改革开放是哪一年开始的？,否
SUV和轿车哪个更实用？,否
柴胡怎么用,是
请问，快递丢了怎么赔偿！,否
玉竹和什么搭配效果好,是
想问下茵陈蒿汤的作用是什么,是
女贞子有什么功效,是
打篮球怎么提高投篮命中率~,否
养猫好还是养狗好。,否
你好请问，给我讲个笑话吧！,否
糖醋排骨的做法,否
你好，请问，ETC怎么办理！,否
六味地黄丸怎么用,是
人参的功效与作用,是
请问，哪个视频会员最划算,否
美白去湿气,是
请问甘草泡水喝有什么好处,是
祛痘中药推荐,是
介绍一下连翘,是
甘草怎么用,是
减肥茶中药配方,是
房贷提前还款划算吗,否
佩兰的功效与作用,是
《黄帝内经》主要讲了什么,是
请问玉竹是什么药,是
请问，银行卡被吞了怎么办,否
火影忍者值得看吗,否
美剧入坑推荐！,否
过敏原检测怎么做,否
介绍一下苓桂术甘汤,是
期货交易怎么入门,否
苏子降气汤由哪些药组成,是
苏子降气汤主要治什么,是
气虚的人有哪些特征，谢谢,是
Kubernetes怎么入门,否
你好，请问，容积率是什么意思！,否
想问下，有什么好听的民谣推荐,否
化痰止咳吃什么中药,是
你好，请问，怎么投诉快递！,否
兔子能当宠物吗,否
什么人不能吃桑叶,是
红枣有副作用吗,是
你好，请问，三国时期有哪些著名战役。,否
酒店怎么订最便宜！,否
芡实和什么搭配效果好,是
清胃散的功效是什么,是
你好，请问，遗嘱怎么写才有效,否
半夏泻心汤它的组成是啥,是
请问，叶酸什么时候开始吃？,否
请问问一下石斛的功效,是
请问什么人不能吃白术,是
计算机二级重要吗,否
请问，湿气重怎么祛,是
玉竹的作用是什么,是
机油多久换一次。,否
补气的中药有哪些,是
请问，悬疑剧推荐？,否
沙参和什么搭配效果好,是
微博热搜怎么上？,否
请问，社保卡丢了怎么补办,否
公务员考试考什么,否
请问逍遥丸的功效,是
你好，请问，桂林山水几月份去最好？,否
无糖饮料真的无糖吗！,否
求解答独活寄生汤的用途,是
请问，头发早白是肾虚吗,是
什么是量子力学？,否
你好，请问，手机电池不耐用怎么办。,否
一拳超人第三季什么时候出。,否
饭后百步走有科学依据吗,否
山楂的功效与作用,是
金银花的药用价值,是
什么人不能吃沙参,是
山药的药用价值,是
《医学衷中参西录》的作者是谁,是
痔疮用什么中药！,是
白术的药用价值,是
你好，夏天怎么养心。,是
请问，韩剧推荐,否
血府逐瘀汤怎么用,是
防己黄芪汤的功效是什么,是
杜仲泡水喝有什么好处,是
请问天冬适合什么人吃,是
干姜适合什么人吃,是
厚朴泡水喝有什么好处,是
泻白散有什么适应症,是
你好，请问，怎么在淘宝上开店！,否
请问，为什么天空是蓝色的。,否
运动后多久可以吃饭,否
导赤散怎么用,是
请问，工伤认定需要什么材料！,否
说说麻黄汤的适应症,是
问一下葛根的功效,是
你好，请问桂枝汤由哪些药组成,是
你好，请问，分期付款有利息吗。,否
桂圆和什么搭配效果好,是
你好，请问，航班延误怎么索赔,否
介绍一下小柴胡汤,是
莲子的功效与作用,是
怎么考摩托车驾照！,否
商标怎么注册！,否
你好，请问，丝绸之路的起点和终点！,否
第一次世界大战的导火索,否
请问，出生证明怎么办理！,否
你好，请问，为什么天空是蓝色的。,否
你多高,否
个体户怎么报税？,否
医保报销比例是多少！,否
丹参有副作用吗,是
你好，请问，双十一什么时候开始？,否
续断怎么用,是
公摊面积怎么算？,否
理中丸主要治什么,是
讲讲熟地黄,是
请问讲讲白芍,是
山药怎么用,是
归脾经的药材有哪些。,是
你有喜欢的人吗,否
小红书怎么涨粉。,否
请问，618和双十一哪个更划算,否
公司注册流程是什么！,否
云闪付是什么！,否
请问，二战转折点是什么战役,否
想问下，中医对癌症治疗有帮助吗,是
归脾经的药材有哪些,是
想问下，《药鉴》的作者是谁,是
你好，请问，5G有必要吗？,否
想问下导赤散的功效是什么,是
请问，原神这个游戏好玩吗,否
你好请问，练胸肌最快的方法,否
你好，请问茵陈蒿汤有什么作用,是
请问什么人不能吃板蓝根,是
请问，可以反复看的电影？,否
二手车能不能买？,否
你好，请问，专利申请流程！,否
什么星座最配？,否
请问，DNA双螺旋结构谁发现的,否
请问，房贷审批要多久？,否
请问苓桂术甘汤的功效,是
React和Vue有什么区别，谢谢,否
你好，请问，地球的年龄是多少？,否
请问，水逆是什么！,否
黄芪的作用是什么,是
你好，凉血止血吃什么药,是
讲讲藏红花,是
你好，请问，黑洞是怎么形成的？,否
请问，速冻水饺什么牌子好吃。,否
你好，请问，改革开放是哪一年开始的？,否
请问六味地黄丸的功效,是
请问，丝绸之路的起点和终点。,否
Hi，什么是清热燥湿,是
好困啊？,否
请问讲讲黄连,是
芡实怎么用,是
你好请问，关节痛外敷什么药,是
请问四君子汤的组成,是
你好，请问，居住证怎么办。,否
你好，请问，毛坯房验房注意事项。,否
你好，请问，张家界和黄山哪个好玩。,否
请问，去三亚玩几天合适,否
咒术回战好看吗？,否
求解答猪苓汤的主治,是
宫寒有什么症状。,是
求解答平胃散的功效,是
问一下藏红花的功效,是
睡不着有什么办法,是
维生素D怎么补充,否
能讲讲清胃散的功效吗,是
真武汤有什么组成,是
请问，体内有寒气会怎样,是
卵巢囊肿中医能治吗，谢谢,是
请问，咖啡豆怎么选,否
请问玉屏风散的功效是什么,是
什么人不能吃酸枣仁,是
请问，云南旅游攻略求推荐。,否
你好，请问，ETC怎么办理,否
房贷等额本息和等额本金哪个好~,否
中秋送什么礼,否
炙甘草汤有什么功效,是
你好，请问介绍一下导赤散,是
熟地黄的作用是什么,是
动画电影推荐。,否
请问，去西藏会有高原反应吗,否
云闪付是什么？,否
请问，改革开放是哪一年开始的！,否
补气血吃什么好。,是
问一下冬虫夏草的功效,是
请问藏红花适合什么人吃,是
猫咪掉毛怎么办,否
大承气汤主要治什么,是
湿气重怎么祛,是
你好请问，怎么提高记忆力,否
清胃散怎么用,是
介绍一下干姜,是
你好，请问，苹果手表值得买吗,否
介绍一下生化汤,是
讲讲人参,是
检查出结节中医能消吗,是
白术泡水喝有什么好处,是
菟丝子适合什么人吃,是
介绍一下益母草,是
你好，请问玉女煎它的主治是啥,是
你好，请问，合同违约怎么赔偿？,否
请问，年终奖怎么扣税,否
枸杞和什么搭配效果好,是
问一下川贝母的功效,是
天冬的功效与作用,是
请问，龙猫好养吗！,否
桂圆的药用价值,是
求解答桂枝汤的用法,是
问一下柴胡的功效,是
今年有什么好看的国产剧。,否
说说肾气丸的功效,是
你好，请问，降噪耳机推荐？,否
红枣泡水喝有什么好处,是
你好，请问，汽车打不着火怎么回事。,否
请问，显示器和电视当显示器哪个好？,否
请问鱼腥草怎么用,是
请问，毛坯房验房注意事项！,否
请问薄荷怎么用,是
最低还款会影响征信吗？,否
祛湿用什么中药好,是
补钙吃什么好,否
请问，宫崎骏最经典的电影？,否
能讲讲二陈汤的组成吗,是
猪苓汤主要治什么,是
介绍一下温经汤,是
Hi，你能做什么。,否
黑眼圈重是什么脏器问题,是
你好，请问，鹦鹉怎么教说话,否
求解答天王补心丹的作用,是
请问藏红花是什么药,是
请问，网上银行安全吗,否
问一下细辛的功效,是
酸枣仁适合什么人吃,是
胃寒和胃热怎么区分,是
问一下苍术的功效,是
请问桑叶的作用是什么,是
请问，恐怖片推荐,否
讲讲阿胶,是
乐观锁和悲观锁的区别。,否
细辛的作用是什么,是
你会说方言吗？,否
羽绒服怎么洗不结块。,否
布洛芬多久吃一次,否
什么是CI/CD~,否
你好，请问，光合作用的原理是什么,否
桑叶的药用价值,是
胸闷气短怎么回事中医,是
归脾汤由哪些药组成,是
请问，电费多少钱一度。,否
请问石斛的作用是什么,是
能讲讲当归补血汤的配方吗,是
大学选什么专业好就业，谢谢,否
你好，请问，容积率是什么意思,否
快递丢了怎么赔偿？,否
请问大黄泡水喝有什么好处,是
想问下能讲讲麻黄汤的适应症吗,是
褪黑素能长期吃吗,否
五味子是什么药,是
想问下小柴胡汤由哪些药组成,是
你好，只吃素对身体好吗,否
请问，风湿的症状表现~,是
说说实脾散的适应症,是
什么是清热燥湿,是
今天吃什么？,否
酸味药能收敛吗,是
定期寿险和终身寿险的区别，谢谢,否
你好，ST股票能买吗,否
《中药大辞典》收录了多少药,是
你好，请问，苹果手表值得买吗。,否
地球的年龄是多少？,否
怎么练出马甲线,否
想问下藿香正气散主要治什么,是
山茱萸适合什么人吃,是
请问，装修预算怎么分配。,否
问一下何首乌的功效,是
说说白虎汤的组成,是
什么是体外碎石,否
请问求解答龙胆泻肝汤的主治,是
你好，请问，社保卡丢了怎么补办？,否
你好，请问，日系车和德系车哪个好,否
肾气丸主要治什么,是
请问麻黄汤的适应症,是
你最喜欢的书是什么,否
《医林改错》有什么创新,是
深蹲伤膝盖吗,否
介绍一下参苓白术散,是
请问，买房楼层怎么选！,否
什么是脏腑辨证,是
银行定期存款利率是多少,否
请问理中丸的用途,是
